LeadCreated,VendorLeadID,CallStatus,WidgetName,PublisherZoneName,PublisherCampaignName,AddressScore,PhoneScore,AdvertiserCampaignName,State,DebtLevel,Partner,ReferralDomain,MarketingCampaign,AdGroup,Keyword,SearchQuery,QualityGroup,GoodLeadFlag,ClosedLeadFlag,Month,Quarter,Year
11-07-2009,DE9A75E7-0CEE-4D7C-BA9C-F124C81108E0,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,NV,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,free bill consolidation services,Unknown,0,0,2009-07,2009Q3,2009
25-05-2009,d3NmFX_Bl0mX1cd-51g6RQ,Closed,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,OK,7500-10000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Rbt com,rbt.com,Closed,1,1,2009-05,2009Q2,2009
13-06-2009,lQYtAi1AGU2IEdGxg01P0w,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AZ,More_than_100000,Google,www.allbusiness.com,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-06,2009Q2,2009
23-06-2009,92E46F45-8A8A-4ABB-B590-63C77A3B36E3,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,VA,20001-30000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debt rescue usa,debt rescue usa,Unknown,0,0,2009-06,2009Q2,2009
10-04-2009,19CA0AA7-6FB2-4A75-A3FE-4772C553D5B1,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AZ,90000-100000,Google,www.manta.com,DebtReductionInc,Stop Collections,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
28-07-2009,783C0AC9-66B4-4CCE-82E0-253B06299EB2,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,MO,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Get Out Of Debt,Unknown,best get out of debt,Unknown,0,0,2009-07,2009Q3,2009
13-06-2009,bMQSVQLINEadtcRkK6JF3A,Closed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,More_than_100000,google,Unknown,Credit,Debt Credit Services,Credit services,Unknown,Closed,1,1,2009-06,2009Q2,2009
07-08-2009,0JmaVga7W0iXsPIVT-Vqqg,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,3,creditsolutions-branded-shortform,CA,30001-50000,yahoo,pages.us.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Bad,0,0,2009-08,2009Q3,2009
04-04-2009,12296DAE-5A38-4953-B8EC-E07BC77334F7,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,7500-15000,yahoo,search.yahoo.com,DebtReductionInc,Loan Default,Unknown, yor loan has been declared in default,Unknown,0,0,2009-04,2009Q2,2009
02-06-2009,CFA2A5F2-598E-4E53-A7D4-81FF93F251C2,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,15001-20000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt,Unknown,http://www.discovertheinformation.com,Unknown,0,0,2009-06,2009Q2,2009
10-06-2009,3DA5397E-A2C2-48C5-B1E7-921038DC2EF1,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,10001-15000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
25-04-2009,7364FBF3-3BAC-4BC5-B6C7-3DD438364C7B,Unknown,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,7500-15000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
05-08-2009,22E13C2D-CC94-4A5A-B635-18A78DE7F91C,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,NY,50001-70000,google,www.google.com,Debt General,General Debt,Non profit debt,non profit debt counsu,Unknown,0,0,2009-08,2009Q3,2009
18-08-2009,A0751A46-6954-4910-8F7C-AFAB9AE24DFE,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,2,5,Debt Settlement1 Master,NY,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Credit Debt Consolidation,Unknown,credit debt,Unknown,0,0,2009-08,2009Q3,2009
15-06-2009,YJr9_tEQpUms2tIsTwsp0g,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,More_than_100000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-06,2009Q2,2009
23-08-2009,75C8376D-FBED-4DB8-8A14-354E5B11D7AB,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,NY,7500-10000,AdKnowledge,us.mc588.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
29-05-2009,48BBF13D-9DA5-4592-B032-0EC8797A1471,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,7500-10000,google,Unknown,Debt General,General Debt,Debt counselors,Unknown,Unknown,0,0,2009-05,2009Q2,2009
12-04-2009,90BB75D0-F5DE-4581-A156-6DBD7F1F67E6,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,7500-15000,google,www.ask.com,Debt General,Loan Default,Loans in default,"when your student loans are in default, are the interests rates still being added",Unknown,0,0,2009-04,2009Q2,2009
05-06-2009,9BDlc7J-u0mTEi-YSRK07Q,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,30001-50000,AdKnowledge,www.bing.com,Financial Services,Consolidate,Unknown,debt elimators,Bad,0,0,2009-06,2009Q2,2009
02-06-2009,2646B387-1C7C-4383-8E0B-69E2D3AD778C,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,30001-50000,yahoo,usaspace.net,DebtReductionInc,Debt Reduction,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
07-06-2009,BDF99C42-7770-4726-8364-92CD43BA30C0,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,30001-50000,google,www.google.com,Debt General,Student Debt,Defaulted student loans,defaulted student loans,Unknown,0,0,2009-06,2009Q2,2009
29-06-2009,_fEHW0hGpU6QfqpNFsRV2A,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,3,Debt Settlement1 Master,NY,90000-100000,Google,www.ehow.com,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-06,2009Q2,2009
17-05-2009,D46060B0-3D42-4901-8B64-E9F3E650B8D5,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Debt Arbitration,Unknown,conciliation credit,Unknown,0,0,2009-05,2009Q2,2009
06-05-2009,357A114A-14B3-475D-93E2-EE79F798810E,Unknown,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,30001-50000,google,www.google.com,Credit,Debt Credit Services,Credit services,credit services,Unknown,0,0,2009-05,2009Q2,2009
20-07-2009,3FFE1229-6287-4A46-A47A-E3AD13AB2D63,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,NY,10001-15000,Google,www.businessweek.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
20-07-2009,D61279F8-A488-494E-8A6C-DADEF09D3DA1,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,2,creditsolutions-branded-shortform,NY,7500-10000,Google,Unknown,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
08-09-2009,0C46C5EC-C17A-483B-B67E-CD488F4C4525,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,NY,20001-30000,google,search.aol.com,Debt Holding Tank,Holding Tank - Debt,Debt cures,debt cures,Unknown,0,0,2009-09,2009Q3,2009
17-04-2009,430147F4-76DF-4B48-ADB1-1B1F0C269FFC,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Debt Negotiation,Unknown,credit debit negotiations,Unknown,0,0,2009-04,2009Q2,2009
22-05-2009,7486DACB-A778-4C7D-BF51-E45C61942383,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,15001-20000,Google,Unknown,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
22-09-2009,110_p7iRh0WCf2yTpmnOYA,EP Confirmed,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,NY,20001-30000,google,www.google.com,Debt Volume,Debt,Debt,my debt liberty,Good,1,0,2009-09,2009Q3,2009
22-07-2009,3ACD72C7-7726-428D-AD7F-BB4C29A68313,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,4,creditsolutions-branded-shortform,NY,70001-90000,Google,www.debtreductioninc.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
13-05-2009,E883DAFA-79B2-43CE-878F-4A147EA554D0,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,30001-50000,AdKnowledge,Unknown,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
21-04-2009,95F210FD-88F4-4B49-8672-45E0030C9154,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MD,15001-20000,AdKnowledge,us.mc388.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
21-05-2009,25C29B72-62E5-46DE-8EEB-0AF5EFC922E5,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,FL,7500-15000,Google,ezinearticles.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
22-05-2009,31050D41-0B7D-4D1E-A97D-A8DF559C0902,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MD,7500-10000,google,www.google.com,Debt General,Lower Payments,Credit card payments,www.chase.com creditcards payment,Unknown,0,0,2009-05,2009Q2,2009
28-07-2009,E65C0BFA-B11A-41CF-B7AD-E0661AE5E27F,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,MD,10001-15000,google,googleads.g.doubleclick.net,Debt Consolidation,Debt Consolidation,Debt consolidation non profit,Unknown,Unknown,0,0,2009-07,2009Q3,2009
29-07-2009,15C59F08-7FB1-46A1-8E7E-63E2C3BFAD22,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,MI,7500-10000,yahoo,www.toseeka.com,DebtReductionInc,Chapter 13 Bankruptcy,Unknown,filing_chapter_13,Unknown,0,0,2009-07,2009Q3,2009
02-05-2009,AA0A103F-5504-46CD-AB0D-373C9EA36227,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MD,7500-15000,yahoo,jointsuccession.com,state,Free Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
03-07-2009,B8006815-493E-4CE8-9423-BCF54731416C,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,4,creditsolutions-branded-shortform,VA,More_than_100000,google,www.ask.com,Debt Holding Tank,Holding Tank - Debt,Debt snowball,Debt Snowball,Unknown,0,0,2009-07,2009Q3,2009
04-04-2009,8E76112E-19D7-4E79-9DD8-29A645CC5ED1,Unknown,w-300250-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,VA,70001-90000,yahoo,Unknown,DebtReductionInc,Chapter 7 Bankruptcy,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
20-05-2009,LxtH-SzFkk_87cqF_6kXSw,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MT,7500-15000,yahoo,search.yahoo.com,state,File Bankruptcy,Unknown,how do i file bankruptcy in montana,Bad,0,0,2009-05,2009Q2,2009
24-04-2009,32957F90-8DB7-4DEF-9422-8C80FE2EC3D9,Unknown,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MT,7500-15000,yahoo,search.yahoo.com,DebtReductionInc,Debt Program,Unknown,free debt free programs,Unknown,0,0,2009-04,2009Q2,2009
20-04-2009,8E2AB812-BC0F-4900-AA19-1D3461B90BD2,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MT,30001-50000,google,Unknown,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-04,2009Q2,2009
14-05-2009,C464A630-8DD0-42C7-8138-21F5A0D9A933,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,7500-15000,AdKnowledge,us.mg2.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
13-07-2009,SHRTzXd-3keikhznE-OTzw,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,TX,7500-10000,google,www.lawguru.com,Debt Volume_TX,How Settle,How do i settle debt,Unknown,Bad,0,0,2009-07,2009Q3,2009
16-06-2009,9248AF21-EC31-46BE-80CD-276C04F20D1C,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MO,30001-50000,google,www.dogpile.com,Credit,How,How to fix your credit,Unknown,Unknown,0,0,2009-06,2009Q2,2009
10-06-2009,ycUohquA802F-HMRDgJzMA,EP Confirmed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,50001-70000,google,womeninbusiness.about.com,Debt Volume_TX,Debt,Debt,Unknown,Good,1,0,2009-06,2009Q2,2009
14-08-2009,2C990E9A-8B78-433C-A2D9-2B5E8FF4F44C,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,4,creditsolutions-branded-shortform,TX,10001-15000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
04-09-2009,231931D4-9EF5-45DA-8A1E-28F42697F823,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,CO,20001-30000,google,Unknown,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-09,2009Q3,2009
10-08-2009,hGLQZ2m2cEieF1WHdf_6RA,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,TX,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,Debt Consoidation - low interest rates,Bad,0,0,2009-08,2009Q3,2009
15-06-2009,0019FB2E-94B6-4E63-BF72-21124C72ED08,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MO,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Get Out Of Debt,Unknown,get out of debt calculator,Unknown,0,0,2009-06,2009Q2,2009
28-04-2009,6CBE9896-E90F-44D9-A7E1-4DD3DE4153D7,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,30001-50000,yahoo,search.viewpoint.com,DebtReductionInc,Chapter 7 Bankruptcy,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
06-07-2009,336D304F-02A3-4AE5-A7B1-3B0A27571D6A,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,3,creditsolutions-branded-shortform,TX,7500-10000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
26-07-2009,D338A364-F166-47E8-ABCF-7C9FF17F0228,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,4,5,Debt Settlement1 Master,MO,50001-70000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Consumer debt initiative,Consumer Debt initiative,Unknown,0,0,2009-07,2009Q3,2009
03-08-2009,222E58C2-C612-4B54-8B1E-9001C4CEF0C6,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,MO,15001-20000,google,search.hp.my.aol.com,Debt Holding Tank,Holding Tank - Debt,Debt choice,debt choice,Unknown,0,0,2009-08,2009Q3,2009
10-04-2009,571614FB-F689-4E4E-8F8C-DE78847FDDDA,Unknown,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,30001-50000,AdKnowledge,us.mc344.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
22-04-2009,NHwJjKm-90GqAf9CQYm8pw,Closed,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,50001-70000,yahoo,search.yahoo.com,DebtReductionInc,Debt Negotiation,Unknown,debt negotiators creditors,Closed,1,1,2009-04,2009Q2,2009
08-09-2009,bEifgfqM5kyCfGirdyTrFw,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-yellowarrow,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,TX,50001-70000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debt cures,debt cures,Bad,0,0,2009-09,2009Q3,2009
13-08-2009,CA4B9893-5583-4F52-8E02-70996D0215BA,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,AR,70001-90000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,American debt,american debt association,Unknown,0,0,2009-08,2009Q3,2009
16-06-2009,D6B078A1-E30E-40C2-8ED6-3A11BED76F80,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CO,More_than_100000,yahoo,search.yahoo.com,state,Bankruptcy And Chapter 13,Unknown,chapter 13 bankruptcy colorado,Unknown,0,0,2009-06,2009Q2,2009
18-09-2009,E9704751-82A8-44F1-BB0D-B46A702E98DF,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,CA,20001-30000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debtrescueusa,DebtRescueUSA,Unknown,0,0,2009-09,2009Q3,2009
24-06-2009,LRQFh9RozEeGcJjTsC2L1A,Closed,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CO,10001-15000,google,search.myway.com,Debt Volume,Debt,Debt,Unknown,Closed,1,1,2009-06,2009Q2,2009
07-08-2009,24A6A55A-14F2-4CB6-9EB9-32AF3A26AC88,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,CO,More_than_100000,yahoo,search.yahoo.com,DebtReductionInc,Lower Payments,Unknown,refinance to lower payment,Unknown,0,0,2009-08,2009Q3,2009
18-09-2009,D7651017-887E-415E-9011-CB5252B2F1A0,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,IL,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Consolidation,Unknown,debt consolidation,Unknown,0,0,2009-09,2009Q3,2009
27-09-2009,612E679E-7191-4188-ACB5-60907A331987,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,3,2,creditsolutions-branded-shortform,PA,15001-20000,yahoo,us.yhs.search.yahoo.com,DebtReductionInc,Credit Card Consolidation,Unknown,debt consolidation,Unknown,0,0,2009-09,2009Q3,2009
14-04-2009,BD5CE156-C517-410E-BAFF-BD6A9BE8759B,Unknown,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,15001-20000,Google,credit.about.com,DebtReductionInc,Stop Collections,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
01-09-2009,CizZyj1UKUqFURDoz6nJQg,Closed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,15001-20000,google,search.aol.com,Debt Volume,Debt,Debt,debt stimulus,Closed,1,1,2009-09,2009Q3,2009
18-08-2009,6DF39AD2-3772-4E3C-AFE2-3D22015B171E,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,CT,30001-50000,google,search23.info.com,Debt General,Loan Default,Loan default help,Unknown,Unknown,0,0,2009-08,2009Q3,2009
18-06-2009,0t5-nbGbRkOw9YC3wByvdw,Closed,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AK,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,alaska usa DEBT CONSOLIDATION,Closed,1,1,2009-06,2009Q2,2009
24-07-2009,AC185F4D-5045-4D3E-A88B-B501A28DB677,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,4,Debt Settlement1 Master,FL,More_than_100000,Google,collegesavings.about.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
06-09-2009,eJfoyu2SEk6wzAEbpX2lMg,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,CA,10001-15000,AdKnowledge,Unknown,Financial Services,Consolidate,Unknown,Unknown,Bad,0,0,2009-09,2009Q3,2009
26-04-2009,56AD0BA7-96E5-43CA-B51F-E6DEA35ACB9B,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,More_than_100000,google,www.google.com,Debt General,Debt Negotiation,Debt negotiation letter,Debt Settlement Sample letters,Unknown,0,0,2009-04,2009Q2,2009
27-07-2009,B9530917-B1E2-4172-AF17-2584BFD2C5EE,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,CT,50001-70000,Google,Unknown,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
19-04-2009,64F860ED-CAE4-4CC0-A49E-DB61CB0213B3,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,15001-20000,AdKnowledge,us.mc01g.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
08-09-2009,80U7d9RSokygOcPxILxFMA,EP Confirmed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,3,creditsolutions-branded-shortform,MO,More_than_100000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Good,1,0,2009-09,2009Q3,2009
08-05-2009,QxXLkOR2IE2-dPCZv7iuHQ,Closed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NY,30001-50000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Abc debt relief,abc debt relief scam,Closed,1,1,2009-05,2009Q2,2009
05-07-2009,3138E153-75D5-4E64-B7BF-1E63A4888F6F,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,5,Debt Settlement1 Master,CA,90000-100000,yahoo,search.yahoo.com,DebtReductionInc,General Debt,Unknown,debt goverment relif,Unknown,0,0,2009-07,2009Q3,2009
17-06-2009,5A1F292E-B331-4CBE-998A-F2CBAB687A78,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AL,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Chapter 13 Bankruptcy,Unknown,chapter 11,Unknown,0,0,2009-06,2009Q2,2009
05-04-2009,AEE5A08E-F7E8-466B-8D85-A9A6D52C2978,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,7500-15000,yahoo,search.yahoo.com,DebtReductionInc,Debt Program,Unknown,debt management programs pros and cons,Unknown,0,0,2009-04,2009Q2,2009
20-04-2009,4AFC66F4-E96E-4E16-9348-FE0B18D77DEE,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,15001-20000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
29-04-2009,CAC0DE5F-2A09-4209-9983-40FC88C2B482,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,30001-50000,yahoo,ww23.rr.com,state,Debt Collection,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
